"Title        "	"Input A"	 		"Title        "	"Input B"	 
9.19e-02	2.84e+00	2.88e+00		9.19e-02	-2.8e-02	-1.6e-02
9.27e-02	2.80e+00	2.88e+00		9.27e-02	-3.2e-02	-2.0e-02
9.35e-02	2.84e+00	2.92e+00		9.35e-02	-2.8e-02	-1.2e-02
9.43e-02	2.80e+00	2.84e+00		9.43e-02	-2.8e-02	-1.2e-02
9.51e-02	2.76e+00	2.84e+00		9.51e-02	-2.0e-02	-1.2e-02
9.59e-02	2.76e+00	2.80e+00		9.59e-02	-2.0e-02	-1.2e-02
9.67e-02	2.72e+00	2.80e+00		9.67e-02	-2.0e-02	-1.2e-02
9.75e-02	2.76e+00	2.80e+00		9.75e-02	-2.8e-02	-1.6e-02
9.83e-02	2.76e+00	2.80e+00		9.83e-02	-2.0e-02	-1.2e-02
9.91e-02	2.72e+00	2.76e+00		9.91e-02	-2.0e-02	-1.2e-02
9.99e-02	2.68e+00	2.76e+00		9.99e-02	-2.4e-02	-1.2e-02
1.007e-01	2.68e+00	2.76e+00		1.007e-01	-2.0e-02	-1.6e-02
1.015e-01	2.68e+00	2.72e+00		1.015e-01	-2.4e-02	-1.2e-02
1.023e-01	2.68e+00	2.76e+00		1.023e-01	-2.0e-02	-8.e-03
1.031e-01	2.68e+00	2.72e+00		1.031e-01	-2.4e-02	-1.6e-02
1.039e-01	2.68e+00	2.72e+00		1.039e-01	-2.4e-02	-1.2e-02
1.047e-01	2.68e+00	2.72e+00		1.047e-01	-2.4e-02	-1.6e-02
1.055e-01	2.64e+00	2.68e+00		1.055e-01	-2.0e-02	-1.2e-02
1.063e-01	2.60e+00	2.68e+00		1.063e-01	-2.4e-02	-1.6e-02
1.071e-01	2.64e+00	2.68e+00		1.071e-01	-2.8e-02	-1.6e-02
1.079e-01	2.56e+00	2.64e+00		1.079e-01	-2.0e-02	-1.6e-02
1.087e-01	2.60e+00	2.68e+00		1.087e-01	-2.8e-02	-1.2e-02
1.095e-01	2.60e+00	2.64e+00		1.095e-01	-2.4e-02	-1.6e-02
1.103e-01	2.60e+00	2.64e+00		1.103e-01	-2.4e-02	-1.2e-02
1.111e-01	2.60e+00	2.68e+00		1.111e-01	-2.0e-02	-1.2e-02
1.119e-01	2.56e+00	2.64e+00		1.119e-01	-2.0e-02	-8.e-03
1.127e-01	2.56e+00	2.60e+00		1.127e-01	-2.0e-02	-1.6e-02
1.135e-01	2.48e+00	2.56e+00		1.135e-01	-2.4e-02	-1.2e-02
1.143e-01	2.56e+00	2.60e+00		1.143e-01	-2.4e-02	-1.2e-02
1.151e-01	2.52e+00	2.56e+00		1.151e-01	-2.4e-02	-1.6e-02
1.159e-01	2.52e+00	2.56e+00		1.159e-01	-2.0e-02	-1.2e-02
1.167e-01	2.52e+00	2.56e+00		1.167e-01	-2.4e-02	-1.2e-02
1.175e-01	2.52e+00	2.52e+00		1.175e-01	-2.8e-02	-1.2e-02
1.183e-01	2.48e+00	2.56e+00		1.183e-01	-2.0e-02	-1.2e-02
1.191e-01	2.44e+00	2.52e+00		1.191e-01	-2.4e-02	-1.6e-02
1.199e-01	2.48e+00	2.52e+00		1.199e-01	-2.4e-02	-1.2e-02
1.207e-01	2.48e+00	2.52e+00		1.207e-01	-2.4e-02	-1.2e-02
1.215e-01	2.44e+00	2.48e+00		1.215e-01	-4.0e-02	-1.2e-02
1.223e-01	2.40e+00	2.44e+00		1.223e-01	-6.8e-02	-2.4e-02
1.231e-01	2.44e+00	2.48e+00		1.231e-01	-6.0e-02	-2.4e-02
1.239e-01	2.36e+00	2.44e+00		1.239e-01	-2.8e-02	-1.6e-02
1.247e-01	2.40e+00	2.44e+00		1.247e-01	-2.4e-02	-1.6e-02
1.255e-01	2.36e+00	2.44e+00		1.255e-01	-2.4e-02	-1.6e-02
1.263e-01	2.40e+00	2.44e+00		1.263e-01	-2.8e-02	-2.0e-02
1.271e-01	2.32e+00	2.40e+00		1.271e-01	-2.4e-02	-1.6e-02
1.279e-01	2.36e+00	2.44e+00		1.279e-01	-2.8e-02	-1.6e-02
1.287e-01	2.36e+00	2.44e+00		1.287e-01	-2.4e-02	-1.6e-02
1.295e-01	2.36e+00	2.40e+00		1.295e-01	-2.4e-02	-1.2e-02
1.303e-01	2.32e+00	2.40e+00		1.303e-01	-2.4e-02	-1.2e-02
1.311e-01	2.32e+00	2.36e+00		1.311e-01	-2.4e-02	-1.2e-02
1.319e-01	2.32e+00	2.36e+00		1.319e-01	-2.0e-02	-8.e-03
1.327e-01	2.28e+00	2.32e+00		1.327e-01	-2.4e-02	-1.2e-02
1.335e-01	2.28e+00	2.36e+00		1.335e-01	-2.0e-02	-1.2e-02
1.343e-01	2.24e+00	2.32e+00		1.343e-01	-2.4e-02	-1.6e-02
1.351e-01	2.20e+00	2.28e+00		1.351e-01	-2.4e-02	-1.2e-02
1.359e-01	2.28e+00	2.32e+00		1.359e-01	-2.0e-02	-1.2e-02
1.367e-01	2.24e+00	2.32e+00		1.367e-01	-2.0e-02	-1.2e-02
1.375e-01	2.24e+00	2.28e+00		1.375e-01	-2.0e-02	-1.6e-02
1.383e-01	2.24e+00	2.24e+00		1.383e-01	-2.4e-02	-1.6e-02
1.391e-01	2.20e+00	2.24e+00		1.391e-01	-2.8e-02	-1.6e-02
1.399e-01	2.20e+00	2.24e+00		1.399e-01	-2.0e-02	-1.2e-02
1.407e-01	2.16e+00	2.20e+00		1.407e-01	-2.0e-02	-1.2e-02
1.415e-01	2.16e+00	2.24e+00		1.415e-01	-2.8e-02	-1.6e-02
1.423e-01	2.16e+00	2.24e+00		1.423e-01	-2.4e-02	-1.6e-02
1.431e-01	2.12e+00	2.16e+00		1.431e-01	-2.0e-02	-1.2e-02
1.439e-01	2.12e+00	2.16e+00		1.439e-01	-2.4e-02	-1.6e-02
1.447e-01	2.16e+00	2.24e+00		1.447e-01	-2.4e-02	-1.2e-02
1.455e-01	2.16e+00	2.20e+00		1.455e-01	-2.4e-02	-1.2e-02
1.463e-01	2.08e+00	2.12e+00		1.463e-01	-2.0e-02	-1.2e-02
1.471e-01	2.12e+00	2.16e+00		1.471e-01	-2.0e-02	-1.2e-02
1.479e-01	2.08e+00	2.16e+00		1.479e-01	-2.4e-02	-1.6e-02
1.487e-01	2.04e+00	2.12e+00		1.487e-01	-2.0e-02	-1.2e-02
1.495e-01	2.08e+00	2.16e+00		1.495e-01	-2.4e-02	-1.2e-02
1.503e-01	2.08e+00	2.12e+00		1.503e-01	-2.0e-02	-1.2e-02
1.511e-01	2.04e+00	2.12e+00		1.511e-01	-2.8e-02	-1.2e-02
1.519e-01	2.04e+00	2.08e+00		1.519e-01	-2.8e-02	-1.6e-02
1.527e-01	2.08e+00	2.12e+00		1.527e-01	-2.0e-02	-1.2e-02
1.535e-01	2.04e+00	2.08e+00		1.535e-01	-2.4e-02	-1.6e-02
1.543e-01	2.04e+00	2.08e+00		1.543e-01	-2.4e-02	-1.6e-02
1.551e-01	2.00e+00	2.08e+00		1.551e-01	-2.4e-02	-1.6e-02
1.559e-01	2.00e+00	2.08e+00		1.559e-01	-2.4e-02	-1.2e-02
1.567e-01	2.00e+00	2.04e+00		1.567e-01	-2.4e-02	-1.6e-02
1.575e-01	1.96e+00	2.04e+00		1.575e-01	-2.0e-02	-1.2e-02
1.583e-01	1.96e+00	2.04e+00		1.583e-01	-2.4e-02	-2.0e-02
1.591e-01	1.96e+00	2.04e+00		1.591e-01	-2.4e-02	-1.6e-02
1.599e-01	1.96e+00	2.00e+00		1.599e-01	-2.8e-02	-1.6e-02
1.607e-01	1.92e+00	2.00e+00		1.607e-01	-2.4e-02	-1.2e-02
1.615e-01	1.92e+00	1.96e+00		1.615e-01	-2.4e-02	-1.6e-02
1.623e-01	1.88e+00	1.96e+00		1.623e-01	-2.0e-02	-1.2e-02
1.631e-01	1.92e+00	1.96e+00		1.631e-01	-2.4e-02	-1.2e-02
1.639e-01	1.88e+00	1.92e+00		1.639e-01	-2.4e-02	-1.6e-02
1.647e-01	1.92e+00	2.00e+00		1.647e-01	-2.8e-02	-1.6e-02
1.655e-01	1.88e+00	1.96e+00		1.655e-01	-2.8e-02	-2.0e-02
1.663e-01	1.84e+00	1.92e+00		1.663e-01	-2.0e-02	-1.2e-02
1.671e-01	1.88e+00	1.92e+00		1.671e-01	-2.4e-02	-8.e-03
1.679e-01	1.88e+00	1.92e+00		1.679e-01	-2.8e-02	-2.0e-02
1.687e-01	1.84e+00	1.92e+00		1.687e-01	-2.8e-02	-1.6e-02
1.695e-01	1.80e+00	1.88e+00		1.695e-01	-2.4e-02	-1.2e-02
1.703e-01	1.80e+00	1.84e+00		1.703e-01	-2.4e-02	-1.6e-02
1.711e-01	1.84e+00	1.88e+00		1.711e-01	-2.0e-02	-1.2e-02
1.719e-01	1.80e+00	1.84e+00		1.719e-01	-2.4e-02	-1.2e-02
1.727e-01	1.76e+00	1.84e+00		1.727e-01	-2.4e-02	-1.2e-02
1.735e-01	1.76e+00	1.80e+00		1.735e-01	-2.4e-02	-1.2e-02
1.743e-01	1.72e+00	1.80e+00		1.743e-01	-2.0e-02	-1.2e-02
1.751e-01	1.72e+00	1.76e+00		1.751e-01	-2.8e-02	-1.6e-02
1.759e-01	1.76e+00	1.80e+00		1.759e-01	-2.4e-02	-1.2e-02
1.767e-01	1.76e+00	1.80e+00		1.767e-01	-2.4e-02	-1.6e-02
1.775e-01	1.72e+00	1.80e+00		1.775e-01	-2.8e-02	-1.6e-02
1.783e-01	1.68e+00	1.76e+00		1.783e-01	-2.4e-02	-1.2e-02
1.791e-01	1.72e+00	1.80e+00		1.791e-01	-2.4e-02	-1.6e-02
1.799e-01	1.68e+00	1.76e+00		1.799e-01	-2.4e-02	-1.2e-02
1.807e-01	1.68e+00	1.76e+00		1.807e-01	-2.8e-02	-1.6e-02
1.815e-01	1.64e+00	1.68e+00		1.815e-01	-2.4e-02	-1.6e-02
1.823e-01	1.64e+00	1.72e+00		1.823e-01	-2.8e-02	-1.6e-02
1.831e-01	1.64e+00	1.72e+00		1.831e-01	-3.6e-02	-1.6e-02
1.839e-01	1.60e+00	1.64e+00		1.839e-01	-8.4e-02	-3.6e-02
1.847e-01	1.60e+00	1.64e+00		1.847e-01	-9.6e-02	-4.0e-02
1.855e-01	1.64e+00	1.64e+00		1.855e-01	-4.4e-02	-2.0e-02
1.863e-01	1.56e+00	1.64e+00		1.863e-01	-2.4e-02	-1.6e-02
1.871e-01	1.60e+00	1.64e+00		1.871e-01	-2.4e-02	-1.6e-02
1.879e-01	1.56e+00	1.60e+00		1.879e-01	-2.0e-02	-1.2e-02
1.887e-01	1.56e+00	1.64e+00		1.887e-01	-2.0e-02	-1.2e-02
1.895e-01	1.56e+00	1.64e+00		1.895e-01	-2.4e-02	-1.2e-02
1.903e-01	1.52e+00	1.60e+00		1.903e-01	-2.8e-02	-1.6e-02
1.911e-01	1.56e+00	1.64e+00		1.911e-01	-2.4e-02	-1.6e-02
1.919e-01	1.52e+00	1.60e+00		1.919e-01	-2.4e-02	-1.6e-02
1.927e-01	1.48e+00	1.56e+00		1.927e-01	-2.4e-02	-1.6e-02
1.935e-01	1.56e+00	1.56e+00		1.935e-01	-2.4e-02	-1.2e-02
1.943e-01	1.48e+00	1.56e+00		1.943e-01	-2.0e-02	-1.2e-02
1.951e-01	1.48e+00	1.52e+00		1.951e-01	-2.4e-02	-1.2e-02
1.959e-01	1.48e+00	1.52e+00		1.959e-01	-2.0e-02	-1.6e-02
1.967e-01	1.48e+00	1.52e+00		1.967e-01	-2.8e-02	-2.0e-02
1.975e-01	1.52e+00	1.52e+00		1.975e-01	-2.0e-02	-1.6e-02
1.983e-01	1.44e+00	1.48e+00		1.983e-01	-2.4e-02	-1.6e-02
1.991e-01	1.44e+00	1.52e+00		1.991e-01	-2.4e-02	-1.6e-02
1.999e-01	1.44e+00	1.48e+00		1.999e-01	-2.4e-02	-1.2e-02
2.007e-01	1.40e+00	1.48e+00		2.007e-01	-2.4e-02	-1.2e-02
2.015e-01	1.40e+00	1.48e+00		2.015e-01	-2.8e-02	-1.6e-02
2.023e-01	1.40e+00	1.44e+00		2.023e-01	-2.4e-02	-1.2e-02
2.031e-01	1.40e+00	1.44e+00		2.031e-01	-2.8e-02	-1.6e-02
2.039e-01	1.36e+00	1.40e+00		2.039e-01	-2.0e-02	-1.2e-02
2.047e-01	1.36e+00	1.40e+00		2.047e-01	-2.4e-02	-1.2e-02
2.055e-01	1.36e+00	1.40e+00		2.055e-01	-2.4e-02	-1.6e-02
2.063e-01	1.36e+00	1.40e+00		2.063e-01	-2.4e-02	-1.6e-02
2.071e-01	1.32e+00	1.40e+00		2.071e-01	-2.8e-02	-2.0e-02
2.079e-01	1.32e+00	1.36e+00		2.079e-01	-2.0e-02	-1.2e-02
2.087e-01	1.28e+00	1.36e+00		2.087e-01	-2.4e-02	-1.6e-02
2.095e-01	1.32e+00	1.40e+00		2.095e-01	-2.0e-02	-1.2e-02
2.103e-01	1.28e+00	1.32e+00		2.103e-01	-2.0e-02	-1.2e-02
2.111e-01	1.24e+00	1.32e+00		2.111e-01	-2.4e-02	-1.2e-02
2.119e-01	1.24e+00	1.28e+00		2.119e-01	-2.4e-02	-1.6e-02
2.127e-01	1.28e+00	1.32e+00		2.127e-01	-2.4e-02	-1.6e-02
2.135e-01	1.28e+00	1.32e+00		2.135e-01	-2.4e-02	-1.2e-02
2.143e-01	1.24e+00	1.32e+00		2.143e-01	-2.8e-02	-1.6e-02
2.151e-01	1.24e+00	1.32e+00		2.151e-01	-2.4e-02	-1.2e-02
2.159e-01	1.24e+00	1.28e+00		2.159e-01	-2.4e-02	-1.2e-02
2.167e-01	1.24e+00	1.28e+00		2.167e-01	-2.4e-02	-1.6e-02
2.175e-01	1.20e+00	1.24e+00		2.175e-01	-2.8e-02	-1.6e-02
2.183e-01	1.20e+00	1.24e+00		2.183e-01	-2.4e-02	-1.2e-02
2.191e-01	1.20e+00	1.24e+00		2.191e-01	-2.4e-02	-1.6e-02
2.199e-01	1.16e+00	1.20e+00		2.199e-01	-2.4e-02	-1.2e-02
2.207e-01	1.16e+00	1.20e+00		2.207e-01	-2.4e-02	-1.6e-02
2.215e-01	1.12e+00	1.20e+00		2.215e-01	-2.4e-02	-1.2e-02
2.223e-01	1.12e+00	1.20e+00		2.223e-01	-2.8e-02	-1.6e-02
2.231e-01	1.16e+00	1.20e+00		2.231e-01	-2.4e-02	-1.2e-02
2.239e-01	1.08e+00	1.16e+00		2.239e-01	-2.8e-02	-1.6e-02
2.247e-01	1.12e+00	1.20e+00		2.247e-01	-2.4e-02	-1.6e-02
2.255e-01	1.08e+00	1.12e+00		2.255e-01	-2.4e-02	-1.6e-02
2.263e-01	1.08e+00	1.16e+00		2.263e-01	-4.0e-02	-2.0e-02
2.271e-01	1.08e+00	1.12e+00		2.271e-01	-1.20e-01	-3.2e-02
2.279e-01	1.08e+00	1.16e+00		2.279e-01	-1.52e-01	-7.6e-02
2.287e-01	1.08e+00	1.16e+00		2.287e-01	-7.6e-02	-2.8e-02
2.295e-01	1.04e+00	1.08e+00		2.295e-01	-3.2e-02	-2.0e-02
2.303e-01	1.04e+00	1.08e+00		2.303e-01	-2.4e-02	-1.6e-02
2.311e-01	1.04e+00	1.12e+00		2.311e-01	-2.8e-02	-1.6e-02
2.319e-01	1.00e+00	1.04e+00		2.319e-01	-2.4e-02	-1.2e-02
2.327e-01	1.04e+00	1.08e+00		2.327e-01	-2.4e-02	-1.2e-02
2.335e-01	1.00e+00	1.04e+00		2.335e-01	-2.4e-02	-1.6e-02
2.343e-01	9.6e-01	1.04e+00		2.343e-01	-2.4e-02	-1.6e-02
2.351e-01	9.6e-01	1.08e+00		2.351e-01	-2.4e-02	-1.6e-02
2.359e-01	1.00e+00	1.04e+00		2.359e-01	-2.4e-02	-1.2e-02
2.367e-01	9.6e-01	1.04e+00		2.367e-01	-2.8e-02	-1.2e-02
2.375e-01	9.2e-01	1.00e+00		2.375e-01	-2.4e-02	-1.6e-02
2.383e-01	9.2e-01	9.6e-01		2.383e-01	-2.0e-02	-1.2e-02
2.391e-01	9.2e-01	1.00e+00		2.391e-01	-2.4e-02	-1.2e-02
2.399e-01	9.2e-01	9.6e-01		2.399e-01	-2.4e-02	-1.2e-02
2.407e-01	9.2e-01	9.6e-01		2.407e-01	-2.4e-02	-1.2e-02
2.415e-01	8.8e-01	9.2e-01		2.415e-01	-2.4e-02	-1.2e-02
2.423e-01	8.8e-01	9.2e-01		2.423e-01	-3.2e-02	-2.4e-02
2.431e-01	8.8e-01	9.2e-01		2.431e-01	-2.8e-02	-2.0e-02
2.439e-01	8.4e-01	9.2e-01		2.439e-01	-2.8e-02	-1.6e-02
2.447e-01	8.4e-01	8.8e-01		2.447e-01	-2.4e-02	-1.2e-02
2.455e-01	8.8e-01	9.2e-01		2.455e-01	-2.0e-02	-1.2e-02
2.463e-01	8.4e-01	8.8e-01		2.463e-01	-3.2e-02	-2.0e-02
2.471e-01	8.4e-01	9.2e-01		2.471e-01	-2.4e-02	-1.6e-02
2.479e-01	8.4e-01	8.8e-01		2.479e-01	-2.8e-02	-1.6e-02
2.487e-01	8.4e-01	8.8e-01		2.487e-01	-2.4e-02	-1.2e-02
2.495e-01	7.6e-01	8.4e-01		2.495e-01	-2.0e-02	-1.2e-02
2.503e-01	7.6e-01	8.4e-01		2.503e-01	-2.8e-02	-1.2e-02
2.511e-01	7.6e-01	8.0e-01		2.511e-01	-2.4e-02	-1.6e-02
2.519e-01	8.0e-01	8.4e-01		2.519e-01	-2.0e-02	-1.6e-02
2.527e-01	7.6e-01	8.4e-01		2.527e-01	-3.2e-02	-1.6e-02
2.535e-01	7.6e-01	8.4e-01		2.535e-01	-2.4e-02	-1.6e-02
2.543e-01	7.6e-01	8.4e-01		2.543e-01	-2.4e-02	-1.2e-02
2.551e-01	7.6e-01	8.0e-01		2.551e-01	-2.4e-02	-1.6e-02
2.559e-01	7.6e-01	8.0e-01		2.559e-01	-2.4e-02	-1.6e-02
2.567e-01	7.2e-01	7.6e-01		2.567e-01	-2.8e-02	-1.6e-02
2.575e-01	7.2e-01	8.0e-01		2.575e-01	-2.4e-02	-1.2e-02
2.583e-01	7.2e-01	7.6e-01		2.583e-01	-2.4e-02	-2.0e-02
2.591e-01	7.2e-01	7.2e-01		2.591e-01	-2.4e-02	-1.2e-02
2.599e-01	6.8e-01	7.2e-01		2.599e-01	-2.4e-02	-1.2e-02
2.607e-01	6.4e-01	7.2e-01		2.607e-01	-2.4e-02	-1.6e-02
2.615e-01	6.8e-01	7.2e-01		2.615e-01	-2.8e-02	-1.6e-02
2.623e-01	6.0e-01	6.4e-01		2.623e-01	-2.4e-02	-1.2e-02
2.631e-01	6.4e-01	6.8e-01		2.631e-01	-2.4e-02	-1.2e-02
2.639e-01	6.4e-01	7.2e-01		2.639e-01	-2.8e-02	-1.6e-02
2.647e-01	6.0e-01	6.4e-01		2.647e-01	-2.0e-02	-1.2e-02
2.655e-01	6.4e-01	6.8e-01		2.655e-01	-2.0e-02	-1.2e-02
2.663e-01	6.0e-01	6.8e-01		2.663e-01	-2.4e-02	-1.2e-02
2.671e-01	5.6e-01	6.4e-01		2.671e-01	-2.4e-02	-1.6e-02
2.679e-01	6.0e-01	6.4e-01		2.679e-01	-2.4e-02	-2.0e-02
2.687e-01	5.6e-01	6.4e-01		2.687e-01	-2.4e-02	-1.6e-02
2.695e-01	5.6e-01	6.0e-01		2.695e-01	-2.4e-02	-1.6e-02
2.703e-01	5.6e-01	6.0e-01		2.703e-01	-5.6e-02	-2.0e-02
2.711e-01	5.2e-01	5.6e-01		2.711e-01	-6.8e-02	-2.0e-02
2.719e-01	5.6e-01	6.0e-01		2.719e-01	-3.6e-02	-1.6e-02
2.727e-01	4.8e-01	5.2e-01		2.727e-01	-2.4e-02	-1.6e-02
2.735e-01	4.4e-01	4.8e-01		2.735e-01	-2.4e-02	-1.2e-02
2.743e-01	5.2e-01	5.6e-01		2.743e-01	-2.0e-02	-1.2e-02
2.751e-01	5.2e-01	5.6e-01		2.751e-01	-2.4e-02	-1.2e-02
2.759e-01	4.4e-01	4.8e-01		2.759e-01	-2.4e-02	-1.2e-02
2.767e-01	4.4e-01	5.2e-01		2.767e-01	-2.8e-02	-1.6e-02
2.775e-01	4.0e-01	4.8e-01		2.775e-01	-2.8e-02	-1.6e-02
2.783e-01	4.4e-01	4.8e-01		2.783e-01	-2.4e-02	-1.2e-02
2.791e-01	4.4e-01	4.8e-01		2.791e-01	-2.4e-02	-1.2e-02
2.799e-01	4.4e-01	4.8e-01		2.799e-01	-2.0e-02	-8.e-03
2.807e-01	4.0e-01	4.4e-01		2.807e-01	-2.4e-02	-1.6e-02
2.815e-01	4.0e-01	4.4e-01		2.815e-01	-2.0e-02	-1.2e-02
2.823e-01	4.0e-01	4.4e-01		2.823e-01	-2.4e-02	-1.6e-02
2.831e-01	3.6e-01	4.0e-01		2.831e-01	-2.0e-02	-1.2e-02
2.839e-01	3.6e-01	4.0e-01		2.839e-01	-2.4e-02	-1.2e-02
2.847e-01	4.0e-01	4.4e-01		2.847e-01	-2.4e-02	-1.6e-02
2.855e-01	3.2e-01	3.6e-01		2.855e-01	-2.4e-02	-1.2e-02
2.863e-01	3.6e-01	4.0e-01		2.863e-01	-2.4e-02	-1.6e-02
2.871e-01	3.2e-01	3.6e-01		2.871e-01	-2.0e-02	-1.2e-02
2.879e-01	3.2e-01	3.6e-01		2.879e-01	-2.4e-02	-1.6e-02
2.887e-01	3.2e-01	3.6e-01		2.887e-01	-2.4e-02	-1.2e-02
2.895e-01	2.8e-01	4.0e-01		2.895e-01	-2.8e-02	-1.6e-02
2.903e-01	2.8e-01	3.2e-01		2.903e-01	-2.4e-02	-1.6e-02
2.911e-01	2.8e-01	3.2e-01		2.911e-01	-2.4e-02	-1.6e-02
2.919e-01	2.8e-01	3.2e-01		2.919e-01	-2.4e-02	-1.6e-02
2.927e-01	2.8e-01	3.2e-01		2.927e-01	-2.0e-02	-1.2e-02
2.935e-01	2.4e-01	3.2e-01		2.935e-01	-2.4e-02	-1.2e-02
2.943e-01	2.0e-01	2.8e-01		2.943e-01	-2.0e-02	-1.2e-02
2.951e-01	2.4e-01	2.8e-01		2.951e-01	-2.4e-02	-1.2e-02
2.959e-01	2.0e-01	2.8e-01		2.959e-01	-2.4e-02	-1.6e-02
2.967e-01	2.4e-01	2.8e-01		2.967e-01	-2.4e-02	-1.2e-02
2.975e-01	2.0e-01	2.8e-01		2.975e-01	-2.4e-02	-1.6e-02
2.983e-01	2.0e-01	2.4e-01		2.983e-01	-2.4e-02	-1.6e-02
2.991e-01	2.0e-01	2.4e-01		2.991e-01	-2.4e-02	-1.2e-02
2.999e-01	2.0e-01	2.4e-01		2.999e-01	-2.0e-02	-1.2e-02
