"Title        "	"Input A"	 		"Title        "	"Input B"	 
"ID           "	1	 		"ID           "	1	 
"Type         "	"Envelope"	 		"Type         "	"Envelope"	 
"Date         "	09/10/95	 		"Date         "	09/10/95	 
"Time         "	01:48:23	 		"Time         "	01:48:23	 
"X Scale      "	1,00E-02	 		"X Scale      "	1,00E-02	 
"X At 0%      "	4,72E-02	 		"X At 0%      "	4,72E-02	 
"X Resolution "	2,500000E+01	 		"X Resolution "	2,500000E+01	 
"X Size       "	300	 		"X Size       "	300	 
"X Unit       "	"s"	 		"X Unit       "	"s"	 
"X Label      "	"10 ms/Div"	 		"X Label      "	"10 ms/Div"	 
"Y Scale      "	5,0E-01	 		"Y Scale      "	2,00E-02	 
"Y At 50%     "	1,34E+00	 		"Y At 50%     "	-8,00E-02	 
"Y Resolution "	2,500000E+01	 		"Y Resolution "	2,500000E+01	 
"Y Size       "	256	 		"Y Size       "	256	 
"Y Unit       "	"V"	 		"Y Unit       "	"V"	 
"Y Label      "	"V"	 		"Y Label      "	"mV"	 

8,00E-02	2,42E+00	2,48E+00		8,00E-02	-1E+308	-1E+308
8,04E-02	2,38E+00	2,44E+00		8,04E-02	-5,12E-02	-2,40E-02
8,08E-02	2,36E+00	2,42E+00		8,08E-02	-2,48E-02	-2,08E-02
8,12E-02	2,34E+00	2,40E+00		8,12E-02	-2,40E-02	-2,08E-02
8,16E-02	2,34E+00	2,38E+00		8,16E-02	-2,24E-02	-1,92E-02
8,20E-02	2,34E+00	2,38E+00		8,20E-02	-2,40E-02	-1,92E-02
8,24E-02	2,32E+00	2,36E+00		8,24E-02	-2,24E-02	-1,92E-02
8,28E-02	2,28E+00	2,34E+00		8,28E-02	-2,16E-02	-1,76E-02
8,32E-02	2,26E+00	2,32E+00		8,32E-02	-2,16E-02	-1,92E-02
8,36E-02	2,26E+00	2,30E+00		8,36E-02	-2,24E-02	-1,92E-02
8,40E-02	2,26E+00	2,34E+00		8,40E-02	-2,32E-02	-1,92E-02
8,44E-02	2,24E+00	2,28E+00		8,44E-02	-2,24E-02	-2,00E-02
8,48E-02	2,22E+00	2,26E+00		8,48E-02	-2,32E-02	-2,00E-02
8,52E-02	2,22E+00	2,26E+00		8,52E-02	-2,24E-02	-1,84E-02
8,56E-02	2,20E+00	2,24E+00		8,56E-02	-2,24E-02	-1,92E-02
8,60E-02	2,18E+00	2,22E+00		8,60E-02	-2,32E-02	-2,00E-02
8,64E-02	2,16E+00	2,20E+00		8,64E-02	-2,24E-02	-2,00E-02
8,68E-02	2,14E+00	2,22E+00		8,68E-02	-2,24E-02	-1,92E-02
8,72E-02	2,14E+00	2,20E+00		8,72E-02	-2,24E-02	-2,00E-02
8,76E-02	2,12E+00	2,18E+00		8,76E-02	-2,32E-02	-1,92E-02
8,80E-02	2,12E+00	2,16E+00		8,80E-02	-2,40E-02	-2,00E-02
8,84E-02	2,10E+00	2,12E+00		8,84E-02	-2,24E-02	-1,92E-02
8,88E-02	2,10E+00	2,16E+00		8,88E-02	-2,32E-02	-1,92E-02
8,92E-02	2,06E+00	2,12E+00		8,92E-02	-2,40E-02	-2,08E-02
8,96E-02	2,06E+00	2,10E+00		8,96E-02	-2,40E-02	-2,16E-02
9,00E-02	2,04E+00	2,08E+00		9,00E-02	-2,32E-02	-2,00E-02
9,04E-02	2,04E+00	2,10E+00		9,04E-02	-2,24E-02	-2,00E-02
9,08E-02	2,02E+00	2,06E+00		9,08E-02	-2,40E-02	-2,08E-02
9,12E-02	2,00E+00	2,04E+00		9,12E-02	-2,48E-02	-2,08E-02
9,16E-02	1,96E+00	2,04E+00		9,16E-02	-3,76E-02	-2,16E-02
9,20E-02	1,98E+00	2,02E+00		9,20E-02	-8,32E-02	-2,64E-02
9,24E-02	1,96E+00	2,00E+00		9,24E-02	-2,64E-02	-2,00E-02
9,28E-02	1,96E+00	2,00E+00		9,28E-02	-2,24E-02	-2,00E-02
9,32E-02	1,94E+00	2,00E+00		9,32E-02	-2,24E-02	-1,92E-02
9,36E-02	1,92E+00	1,96E+00		9,36E-02	-2,24E-02	-1,92E-02
9,40E-02	1,90E+00	1,96E+00		9,40E-02	-2,32E-02	-1,84E-02
9,44E-02	1,90E+00	1,96E+00		9,44E-02	-2,32E-02	-1,92E-02
9,48E-02	1,86E+00	1,94E+00		9,48E-02	-2,24E-02	-1,92E-02
9,52E-02	1,84E+00	1,90E+00		9,52E-02	-2,24E-02	-1,84E-02
9,56E-02	1,86E+00	1,92E+00		9,56E-02	-2,16E-02	-1,84E-02
9,60E-02	1,84E+00	1,88E+00		9,60E-02	-2,24E-02	-1,92E-02
9,64E-02	1,80E+00	1,86E+00		9,64E-02	-2,16E-02	-1,92E-02
9,68E-02	1,82E+00	1,86E+00		9,68E-02	-2,32E-02	-1,84E-02
9,72E-02	1,80E+00	1,84E+00		9,72E-02	-2,32E-02	-1,92E-02
9,76E-02	1,76E+00	1,82E+00		9,76E-02	-2,24E-02	-1,92E-02
9,80E-02	1,78E+00	1,82E+00		9,80E-02	-2,32E-02	-2,00E-02
9,84E-02	1,74E+00	1,78E+00		9,84E-02	-2,40E-02	-2,00E-02
9,88E-02	1,74E+00	1,78E+00		9,88E-02	-2,32E-02	-2,00E-02
9,92E-02	1,72E+00	1,76E+00		9,92E-02	-2,32E-02	-2,08E-02
9,96E-02	1,70E+00	1,74E+00		9,96E-02	-2,32E-02	-2,00E-02
9,996E-02	1,70E+00	1,76E+00		9,996E-02	-2,40E-02	-2,16E-02
1,004E-01	1,64E+00	1,70E+00		1,004E-01	-2,40E-02	-2,08E-02
1,008E-01	1,68E+00	1,72E+00		1,008E-01	-2,40E-02	-2,00E-02
1,012E-01	1,64E+00	1,70E+00		1,012E-01	-2,32E-02	-1,92E-02
1,016E-01	1,64E+00	1,68E+00		1,016E-01	-2,32E-02	-1,92E-02
1,020E-01	1,62E+00	1,66E+00		1,020E-01	-2,24E-02	-1,84E-02
1,024E-01	1,62E+00	1,66E+00		1,024E-01	-2,32E-02	-1,92E-02
1,028E-01	1,58E+00	1,64E+00		1,028E-01	-2,32E-02	-1,92E-02
1,032E-01	1,58E+00	1,62E+00		1,032E-01	-2,24E-02	-1,92E-02
1,036E-01	1,58E+00	1,62E+00		1,036E-01	-2,24E-02	-1,92E-02
1,040E-01	1,54E+00	1,60E+00		1,040E-01	-2,32E-02	-1,92E-02
1,044E-01	1,54E+00	1,58E+00		1,044E-01	-2,24E-02	-2,00E-02
1,048E-01	1,54E+00	1,56E+00		1,048E-01	-2,48E-02	-2,00E-02
1,052E-01	1,52E+00	1,56E+00		1,052E-01	-2,24E-02	-2,00E-02
1,056E-01	1,48E+00	1,54E+00		1,056E-01	-2,24E-02	-2,00E-02
1,060E-01	1,48E+00	1,52E+00		1,060E-01	-2,32E-02	-1,92E-02
1,064E-01	1,46E+00	1,50E+00		1,064E-01	-2,32E-02	-1,92E-02
1,068E-01	1,46E+00	1,52E+00		1,068E-01	-2,32E-02	-2,00E-02
1,072E-01	1,44E+00	1,50E+00		1,072E-01	-2,24E-02	-1,92E-02
1,076E-01	1,44E+00	1,48E+00		1,076E-01	-2,24E-02	-1,92E-02
1,080E-01	1,40E+00	1,46E+00		1,080E-01	-2,32E-02	-2,00E-02
1,084E-01	1,40E+00	1,46E+00		1,084E-01	-2,48E-02	-2,00E-02
1,088E-01	1,42E+00	1,44E+00		1,088E-01	-5,04E-02	-2,24E-02
1,092E-01	1,38E+00	1,42E+00		1,092E-01	-3,52E-02	-2,16E-02
1,096E-01	1,34E+00	1,38E+00		1,096E-01	-2,32E-02	-2,00E-02
1,100E-01	1,36E+00	1,40E+00		1,100E-01	-2,32E-02	-2,08E-02
1,104E-01	1,34E+00	1,36E+00		1,104E-01	-2,40E-02	-2,00E-02
1,108E-01	1,32E+00	1,36E+00		1,108E-01	-2,48E-02	-2,08E-02
1,112E-01	1,30E+00	1,36E+00		1,112E-01	-2,32E-02	-2,00E-02
1,116E-01	1,30E+00	1,34E+00		1,116E-01	-2,24E-02	-2,00E-02
1,120E-01	1,30E+00	1,34E+00		1,120E-01	-2,24E-02	-2,00E-02
1,124E-01	1,28E+00	1,32E+00		1,124E-01	-2,24E-02	-1,92E-02
1,128E-01	1,26E+00	1,30E+00		1,128E-01	-2,40E-02	-2,00E-02
1,132E-01	1,22E+00	1,26E+00		1,132E-01	-2,32E-02	-2,00E-02
1,136E-01	1,22E+00	1,28E+00		1,136E-01	-2,24E-02	-1,92E-02
1,140E-01	1,20E+00	1,24E+00		1,140E-01	-2,32E-02	-2,00E-02
1,144E-01	1,20E+00	1,24E+00		1,144E-01	-2,32E-02	-2,00E-02
1,148E-01	1,18E+00	1,24E+00		1,148E-01	-2,24E-02	-1,92E-02
1,152E-01	1,18E+00	1,22E+00		1,152E-01	-2,24E-02	-1,92E-02
1,156E-01	1,16E+00	1,20E+00		1,156E-01	-2,24E-02	-2,00E-02
1,160E-01	1,12E+00	1,16E+00		1,160E-01	-2,32E-02	-1,92E-02
1,164E-01	1,12E+00	1,16E+00		1,164E-01	-2,24E-02	-1,92E-02
1,168E-01	1,10E+00	1,14E+00		1,168E-01	-2,32E-02	-2,00E-02
1,172E-01	1,10E+00	1,14E+00		1,172E-01	-2,32E-02	-2,00E-02
1,176E-01	1,08E+00	1,14E+00		1,176E-01	-2,24E-02	-1,92E-02
1,180E-01	1,08E+00	1,14E+00		1,180E-01	-2,32E-02	-2,08E-02
1,184E-01	1,06E+00	1,10E+00		1,184E-01	-2,24E-02	-1,92E-02
1,188E-01	1,04E+00	1,08E+00		1,188E-01	-2,24E-02	-2,00E-02
1,192E-01	1,04E+00	1,08E+00		1,192E-01	-2,32E-02	-2,00E-02
1,196E-01	1,02E+00	1,06E+00		1,196E-01	-2,24E-02	-2,00E-02
1,200E-01	1,02E+00	1,06E+00		1,200E-01	-2,56E-02	-2,16E-02
1,204E-01	9,8E-01	1,02E+00		1,204E-01	-6,08E-02	-2,32E-02
1,208E-01	9,8E-01	1,00E+00		1,208E-01	-1E+308	-1E+308
1,212E-01	9,6E-01	1,00E+00		1,212E-01	-4,00E-02	-2,40E-02
1,216E-01	9,4E-01	9,8E-01		1,216E-01	-3,36E-02	-2,16E-02
1,220E-01	9,2E-01	9,8E-01		1,220E-01	-2,32E-02	-1,92E-02
1,224E-01	9,0E-01	9,6E-01		1,224E-01	-2,24E-02	-1,92E-02
1,228E-01	9,0E-01	9,6E-01		1,228E-01	-2,24E-02	-1,92E-02
1,232E-01	9,0E-01	9,4E-01		1,232E-01	-2,40E-02	-1,92E-02
1,236E-01	8,8E-01	9,4E-01		1,236E-01	-2,24E-02	-2,00E-02
1,240E-01	8,8E-01	9,2E-01		1,240E-01	-2,32E-02	-1,92E-02
1,244E-01	8,4E-01	8,8E-01		1,244E-01	-2,32E-02	-2,00E-02
1,248E-01	8,2E-01	8,6E-01		1,248E-01	-2,32E-02	-2,00E-02
1,252E-01	8,0E-01	8,6E-01		1,252E-01	-2,24E-02	-1,84E-02
1,256E-01	8,2E-01	8,6E-01		1,256E-01	-2,24E-02	-2,00E-02
1,260E-01	7,8E-01	8,4E-01		1,260E-01	-2,32E-02	-1,92E-02
1,264E-01	7,8E-01	8,2E-01		1,264E-01	-2,24E-02	-1,92E-02
1,268E-01	7,8E-01	8,2E-01		1,268E-01	-2,40E-02	-2,00E-02
1,272E-01	7,4E-01	7,8E-01		1,272E-01	-2,32E-02	-2,08E-02
1,276E-01	7,4E-01	8,0E-01		1,276E-01	-2,24E-02	-2,00E-02
1,280E-01	7,2E-01	7,6E-01		1,280E-01	-2,40E-02	-2,00E-02
1,284E-01	7,0E-01	7,8E-01		1,284E-01	-2,24E-02	-1,84E-02
1,288E-01	7,0E-01	7,4E-01		1,288E-01	-2,48E-02	-2,00E-02
1,292E-01	6,8E-01	7,4E-01		1,292E-01	-2,40E-02	-2,00E-02
1,296E-01	6,6E-01	7,2E-01		1,296E-01	-2,32E-02	-2,08E-02
1,300E-01	6,6E-01	7,2E-01		1,300E-01	-2,40E-02	-1,92E-02
1,304E-01	6,6E-01	7,0E-01		1,304E-01	-2,32E-02	-2,00E-02
1,308E-01	6,4E-01	6,8E-01		1,308E-01	-2,40E-02	-2,16E-02
1,312E-01	6,2E-01	6,6E-01		1,312E-01	-2,32E-02	-2,08E-02
1,316E-01	6,0E-01	6,4E-01		1,316E-01	-2,32E-02	-2,00E-02
